Campaign_ID,Campaign_Date,Influencer,Platform,Category,Followers,Reach,Impressions,Likes,Comments,Shares,Engagements,Spend_USD,Conversions,Revenue_USD,Audience_Group,Engagement_Rate,ROI,Conversion_Rate,Influencer_Type,ROI_Category,Engagement_Category,Cost_Per_Engagement,Cost_Category
CMP00104,2025-11-21,Influencer_59,X,Travel,4396316,1328747,3063807,195608,22260,7265,225133,16986.9,11028,456407.3,Millennials,16.943255563323945,2586.819254837551,0.8299548371510904,Mega Influencer,High ROI,High Engagement,0.07545273238485696,Cost Efficient
CMP00105,2025-03-20,Influencer_39,YouTube,Beauty,2931772,1924502,4690656,77532,3881,847,82260,7748.99,6474,443985.15,Mixed,4.274352533798354,5629.587339769441,0.33639871509616515,Mega Influencer,High ROI,Low Engagement,0.09420119134451738,Cost Efficient
CMP00106,2025-11-18,Influencer_162,YouTube,Food,3892920,4596680,9836048,470811,89287,36999,597097,32328.1,81867,9046164.95,Gen Z,12.98974477231393,27882.35884571008,1.781002810724262,Mega Influencer,High ROI,High Engagement,0.05414212431146028,Cost Efficient
CMP00107,2025-08-20,Influencer_20,Instagram,Fitness,3934595,3048801,4433659,144108,19389,925,164422,17921.14,4872,520885.97,Gen X,5.393005315860235,2806.544840339398,0.15980052486206872,Mega Influencer,High ROI,Medium Engagement,0.10899478172020775,Cost Efficient
CMP00108,2025-01-22,Influencer_231,X,Beauty,644666,669206,1650297,11935,2086,792,14813,23404.23,2280,654781.37,Millennials,2.213518707244107,2697.705243881128,0.34070226507233947,Macro Influencer,High ROI,Low Engagement,1.5799790724363734,Moderately Efficient
CMP00109,2025-02-13,Influencer_259,YouTube,Fashion,2698161,2661756,4663532,32539,3700,428,36667,40642.86,6869,797920.74,Millennials,1.3775492569566858,1863.2494858875582,0.25806272250349016,Mega Influencer,High ROI,Low Engagement,1.1084315597130936,Moderately Efficient
CMP00110,2025-06-23,Influencer_27,TikTok,Fashion,3673182,5466730,9764141,639527,20817,23853,684197,18956.17,74168,9528855.19,Gen X,12.515653782059841,50167.829366375176,1.356715989265978,Mega Influencer,High ROI,High Engagement,0.0277057192592192,Cost Efficient
CMP00111,2025-10-26,Influencer_73,TikTok,Fitness,793773,734519,1160427,33129,5938,2694,41761,48238.3,2473,280293.21,Mixed,5.685489415522267,481.0594693428252,0.3366829176644852,Macro Influencer,High ROI,Medium Engagement,1.1551040444433802,Moderately Efficient
CMP00112,2025-12-10,Influencer_270,Instagram,Beauty,1082724,1054089,2537195,81255,9167,3090,93512,32352.92,10773,2668383.11,Mixed,8.871357162440743,8147.735011244736,1.0220199622612511,Mega Influencer,High ROI,Medium Engagement,0.34597613140559497,Cost Efficient
CMP00113,2025-03-12,Influencer_80,Instagram,Fitness,4266510,2860168,4415803,94609,7028,5603,107240,47409.58,15944,1176052.8,Gen Z,3.7494301034065134,2380.62269271316,0.5574497721812145,Mega Influencer,High ROI,Low Engagement,0.4420885863483775,Cost Efficient
CMP00114,2025-11-02,Influencer_193,YouTube,Tech,4259809,5120874,11535689,552208,4957,43385,600550,17169.84,100451,19391946.05,Millennials,11.727490268262802,112841.9147179007,1.9615987427146226,Mega Influencer,High ROI,High Engagement,0.028590192323703273,Cost Efficient
CMP00115,2025-05-03,Influencer_159,Facebook,Tech,1389643,1580771,1684372,95598,7793,7282,110673,30724.47,14720,1258866.54,Gen X,7.001203842934872,3997.2766657976526,0.9311911719028245,Mega Influencer,High ROI,Medium Engagement,0.2776148654143287,Cost Efficient
CMP00116,2025-04-13,Influencer_71,TikTok,Fashion,4786024,7082223,11986803,591018,102000,25031,718049,25393.88,109759,31891035.34,Mixed,10.138751632079362,125485.51643151813,1.5497817563779057,Mega Influencer,High ROI,High Engagement,0.035365107395177765,Cost Efficient
CMP00117,2025-09-20,Influencer_76,Facebook,Fashion,3114952,2868568,3309996,270585,8180,9345,288110,4651.82,10516,1013548.53,Millennials,10.043687303211916,21688.214720260028,0.36659406365824343,Mega Influencer,High ROI,High Engagement,0.016145985908160077,Cost Efficient
CMP00118,2025-02-11,Influencer_192,YouTube,Fashion,3785335,5110273,12242721,435150,6990,25987,468127,25349.35,30913,3960774.9,Gen X,9.160508646015584,15524.759214733316,0.6049187587434174,Mega Influencer,High ROI,Medium Engagement,0.054150583068269934,Cost Efficient
CMP00119,2025-03-13,Influencer_241,Facebook,Travel,832169,1074271,2121621,38385,1137,161,39683,14700.53,6807,1036620.2,Gen Z,3.693946871878697,6951.583854459669,0.6336389979809564,Macro Influencer,High ROI,Low Engagement,0.37044905879091805,Cost Efficient
CMP00120,2025-05-28,Influencer_122,TikTok,Fashion,665593,149562,197942,4999,571,486,6056,36498.12,1090,150977.35,Gen Z,4.049156871397815,313.6578815566391,0.728794747328867,Macro Influencer,High ROI,Low Engagement,6.0267701453104365,Expensive
CMP00121,2025-01-09,Influencer_264,X,Tech,2001175,1492422,3269670,119929,2068,1821,123818,41916.04,16388,3065980.64,Millennials,8.296446983493945,7214.576090680322,1.0980808377255227,Mega Influencer,High ROI,Medium Engagement,0.33852945452195965,Cost Efficient
CMP00122,2025-07-04,Influencer_35,X,Travel,2444366,1852855,3561584,126224,18709,6830,151763,9772.04,21906,963248.6,Gen Z,8.190765062565609,9757.19051497947,1.1822835569971748,Mega Influencer,High ROI,Medium Engagement,0.06439013461779222,Cost Efficient
CMP00123,2025-06-26,Influencer_124,Instagram,Travel,3276363,4375028,4660724,405774,48939,16628,471341,37492.17,46815,11272378.08,Gen X,10.773439621414994,29965.95265091351,1.070050294535258,Mega Influencer,High ROI,High Engagement,0.07954362128480229,Cost Efficient
CMP00124,2025-03-11,Influencer_33,Facebook,Fashion,1120120,288583,524938,42226,2878,3811,48915,49050.55,7850,1545555.39,Gen X,16.950062893517636,3050.944056692534,2.720187952859316,Mega Influencer,High ROI,High Engagement,1.0027711335991005,Moderately Efficient
CMP00125,2025-01-19,Influencer_98,TikTok,Fitness,1692067,434773,564859,2846,333,163,3342,26011.49,566,86344.4,Gen Z,0.7686769877614295,231.94715104747937,0.13018287704158263,Mega Influencer,High ROI,Low Engagement,7.78321065230401,Expensive
CMP00126,2025-04-06,Influencer_255,Facebook,Fitness,2785386,1546395,3400543,114644,13117,7209,134970,44784.56,12679,1457200.72,Gen X,8.728041671112491,3153.801578043862,0.8199069448620824,Mega Influencer,High ROI,Medium Engagement,0.3318112173075498,Cost Efficient
CMP00127,2025-06-17,Influencer_152,TikTok,Food,693995,794767,888859,79064,13483,1483,94030,27500.98,10535,513343.31,Mixed,11.831140447451896,1766.636425320116,1.3255457259800671,Macro Influencer,High ROI,High Engagement,0.2924702754440072,Cost Efficient
CMP00128,2025-11-23,Influencer_208,TikTok,Travel,1398917,1534184,2343190,11203,1454,895,13552,14090.49,244,10006.81,Millennials,0.8833360274908355,-28.981816814035565,0.0159042200935481,Mega Influencer,Low ROI,Low Engagement,1.0397350944510035,Moderately Efficient
CMP00129,2025-07-07,Influencer_186,Facebook,Travel,262226,101117,193270,12901,1804,76,14781,6748.39,976,232272.68,Gen Z,14.617720066853249,3341.89769708034,0.9652185092516591,Macro Influencer,High ROI,High Engagement,0.4565584195927204,Cost Efficient
CMP00130,2025-06-10,Influencer_143,YouTube,Fashion,1288132,1394764,3379841,97621,14557,1264,113442,28909.13,17359,2130747.56,Gen Z,8.133418987011423,7270.500461272961,1.2445833130192634,Mega Influencer,High ROI,Medium Engagement,0.25483621586361316,Cost Efficient
CMP00131,2025-11-10,Influencer_147,Facebook,Tech,1561684,1325490,2094911,147339,3868,4293,155500,38860.74,23079,3345450.41,Gen Z,11.73151061117021,8508.818077061836,1.7411674173324583,Mega Influencer,High ROI,High Engagement,0.24990829581993568,Cost Efficient
CMP00132,2025-12-30,Influencer_34,X,Travel,1139572,1491328,2502543,187105,29180,2881,219166,40620.4,20954,4337376.19,Gen X,14.696029310788775,10577.82737245325,1.4050564329242126,Mega Influencer,High ROI,High Engagement,0.1853407919111541,Cost Efficient
CMP00133,2025-03-04,Influencer_103,YouTube,Tech,2517218,3289426,6801591,486285,91789,41797,619871,9117.5,47391,7698744.19,Mixed,18.844351567720324,84339.20142582945,1.4407072844927962,Mega Influencer,High ROI,High Engagement,0.014708705520987431,Cost Efficient
CMP00134,2025-07-23,Influencer_246,X,Food,221486,148210,275435,15415,2269,270,17954,30791.44,363,13942.64,Mixed,12.113892449902165,-54.71910375091259,0.24492274475406517,Macro Influencer,Low ROI,High Engagement,1.7150183803052244,Moderately Efficient
CMP00135,2025-10-10,Influencer_94,YouTube,Food,4823615,1427191,3508848,168485,4870,14749,188104,23558.74,33915,3949881.26,Gen Z,13.180015849315193,16666.097253078897,2.3763462633943178,Mega Influencer,High ROI,High Engagement,0.12524316335644112,Cost Efficient
CMP00136,2025-02-10,Influencer_129,YouTube,Beauty,1042538,910691,1326136,42558,5296,1852,49706,17628.14,8511,2302900.05,Gen X,5.458053280421131,12963.772184700141,0.9345650720167433,Mega Influencer,High ROI,Medium Engagement,0.3546481310103408,Cost Efficient
CMP00137,2025-12-04,Influencer_173,X,Fashion,1051004,1064172,2044958,24591,4127,695,29413,29794.52,4766,301089.17,Gen Z,2.7639328980653506,910.5521753664767,0.4478599324169401,Mega Influencer,High ROI,Low Engagement,1.0129711352123212,Moderately Efficient
CMP00138,2025-01-16,Influencer_255,X,Fitness,682346,176796,346905,18999,1094,1338,21431,10935.01,3422,660686.77,Gen X,12.12188058553361,5941.940245139236,1.9355641530351366,Macro Influencer,High ROI,High Engagement,0.5102426391675611,Cost Efficient
CMP00139,2025-08-01,Influencer_248,Facebook,Tech,4052234,2100440,4644123,213009,19502,14866,247377,4112.16,3936,252937.3,Gen X,11.777389499342995,6050.959593011945,0.18738930890670524,Mega Influencer,High ROI,High Engagement,0.01662304903042724,Cost Efficient
CMP00140,2025-02-24,Influencer_164,YouTube,Food,1206180,731375,1519463,96333,11327,6537,114197,6972.92,12151,1995126.61,Gen Z,15.614014698342164,28512.498207350724,1.6613912151768928,Mega Influencer,High ROI,High Engagement,0.06106044817289421,Cost Efficient
CMP00141,2025-03-23,Influencer_168,X,Beauty,2244715,1760922,2133033,26631,2387,1578,30596,43276.11,3435,307486.36,Gen X,1.7374988784284597,610.5221795581904,0.19506826537461625,Mega Influencer,High ROI,Low Engagement,1.414436854490783,Moderately Efficient
CMP00142,2025-07-21,Influencer_259,Facebook,Tech,1593443,1899476,3319141,269964,30603,16348,316915,44014.25,32605,863685.7,Millennials,16.68433820695813,1862.286532202639,1.7165260313897097,Mega Influencer,High ROI,High Engagement,0.13888345455406023,Cost Efficient
CMP00143,2025-02-25,Influencer_221,YouTube,Fitness,4894445,3224282,3468716,259567,39168,21443,320178,33789.77,18736,3190242.61,Gen X,9.930210819028856,9341.44517704619,0.581090611801325,Mega Influencer,High ROI,Medium Engagement,0.10553432778017227,Cost Efficient
CMP00144,2025-09-16,Influencer_231,X,Fitness,3383740,2286455,3660322,299091,36829,6383,342303,18444.93,37837,1535761.83,Gen Z,14.970904741182311,8226.200370508319,1.654832480849175,Mega Influencer,High ROI,High Engagement,0.05388480381416465,Cost Efficient
CMP00145,2025-11-05,Influencer_261,Facebook,Travel,1080306,1585465,2522245,208477,22232,18284,248993,46977.95,49487,2988760.47,Gen Z,15.704730158029347,6262.049578578887,3.1212924914772637,Mega Influencer,High ROI,High Engagement,0.18867176988911333,Cost Efficient
CMP00146,2025-03-13,Influencer_168,X,Fitness,381032,95482,197684,13272,1950,1068,16290,23120.93,2493,673301.65,Millennials,17.060807272574934,2812.0872300551923,2.6109633229299765,Macro Influencer,High ROI,High Engagement,1.4193327194597913,Moderately Efficient
CMP00147,2025-12-29,Influencer_289,TikTok,Food,3297341,4905785,10346197,313869,38920,11027,363816,25612.09,66819,11296096.23,Gen Z,7.416060834300729,44004.54683706015,1.36204501420262,Mega Influencer,High ROI,Medium Engagement,0.07039847065549619,Cost Efficient
CMP00148,2025-11-19,Influencer_14,X,Food,3091009,1949225,2269691,218487,38263,10086,266836,39939.36,47544,12560542.48,Gen X,13.68933807025869,31349.03293392784,2.4391232412882045,Mega Influencer,High ROI,High Engagement,0.149677554752732,Cost Efficient
CMP00149,2025-12-15,Influencer_125,Instagram,Travel,4853594,4615402,9609729,611968,62983,11179,686130,26449.5,99674,6117710.87,Gen Z,14.86609400437925,23029.77889941209,2.1595951988580846,Mega Influencer,High ROI,High Engagement,0.03854881727952429,Cost Efficient
CMP00150,2025-08-30,Influencer_32,YouTube,Travel,1601414,359707,528963,10024,855,712,11591,10592.64,2065,489388.98,Millennials,3.2223448528941607,4520.08507794091,0.5740783470991668,Mega Influencer,High ROI,Low Engagement,0.9138676559399533,Cost Efficient
CMP00151,2025-06-25,Influencer_280,TikTok,Beauty,4706059,2929824,5840135,275601,24705,10286,310592,47855.93,30134,8298745.85,Gen X,10.601046342715467,17241.102450626287,1.02852594558581,Mega Influencer,High ROI,High Engagement,0.15407972516999793,Cost Efficient
CMP00152,2025-12-27,Influencer_107,Facebook,Fitness,4062597,1827938,2503870,156599,7378,15430,179407,48659.08,19514,4603914.51,Mixed,9.814720192916827,9361.57327676561,1.0675416781094327,Mega Influencer,High ROI,Medium Engagement,0.2712217472004994,Cost Efficient
CMP00153,2025-07-22,Influencer_177,YouTube,Fitness,2926973,2718086,6528103,378459,35852,18865,433176,6532.77,71207,8994467.48,Gen Z,15.93680258829191,137582.29219764358,2.6197478666973746,Mega Influencer,High ROI,High Engagement,0.015081098675826916,Cost Efficient
CMP00154,2025-10-03,Influencer_139,X,Beauty,2413818,3480503,3893096,484547,57993,42994,585534,13193.98,62803,5018983.78,Gen X,16.823258017591137,37939.952917921655,1.8044230963168255,Mega Influencer,High ROI,High Engagement,0.02253324315923584,Cost Efficient
CMP00155,2025-04-30,Influencer_27,Instagram,Food,1152529,394158,832200,15781,1003,108,16892,33656.78,2185,181765.91,Gen X,4.285591057393228,440.0573376300407,0.5543462266400784,Mega Influencer,High ROI,Low Engagement,1.992468624200805,Moderately Efficient
CMP00156,2025-04-13,Influencer_148,TikTok,Fitness,3963811,1310865,2826420,1458,291,45,1794,20641.92,253,38882.45,Gen Z,0.1368561980066597,88.36644071869284,0.019300233052221245,Mega Influencer,Medium ROI,Low Engagement,11.506086956521738,Expensive
CMP00157,2025-01-19,Influencer_204,Facebook,Tech,751450,787510,1061823,96921,1232,2873,101026,21185.31,5770,1624245.37,Gen X,12.828535510660183,7566.847310707277,0.7326891087097307,Macro Influencer,High ROI,High Engagement,0.20970156197414527,Cost Efficient
CMP00158,2025-09-10,Influencer_69,X,Food,315289,66856,123813,1858,181,77,2116,22990.28,338,58177.96,Gen X,3.1650113677156875,153.0545952463389,0.5055641976785927,Macro Influencer,High ROI,Low Engagement,10.864971644612476,Expensive
CMP00159,2025-06-01,Influencer_291,YouTube,Tech,1618419,2025383,3030025,240703,42496,8435,291634,36070.61,933,211094.06,Mixed,14.398955654313284,485.2245359864998,0.04606536146496736,Mega Influencer,High ROI,High Engagement,0.12368451552288143,Cost Efficient
CMP00160,2025-05-08,Influencer_4,TikTok,Food,3588834,3121800,3527966,350982,12512,12114,375608,49093.42,62590,6922983.99,Millennials,12.031776539176116,14001.65352098102,2.0049330514446795,Mega Influencer,High ROI,High Engagement,0.13070387212199952,Cost Efficient
CMP00161,2025-12-21,Influencer_121,Instagram,Beauty,3748489,4422780,10752009,316713,38182,23692,378587,28857.43,34292,6962350.81,Gen Z,8.559932892886374,24026.718179685442,0.7753494408494205,Mega Influencer,High ROI,Medium Engagement,0.07622403833200823,Cost Efficient
CMP00162,2025-06-01,Influencer_189,X,Tech,3905016,2338511,3760617,263565,46118,25231,334914,15893.41,15399,3061924.4,Millennials,14.321677340837823,19165.370993386565,0.6584959403654719,Mega Influencer,High ROI,High Engagement,0.04745519745367467,Cost Efficient
CMP00163,2025-04-22,Influencer_127,X,Fashion,1121456,921429,1550274,98043,13636,9003,120682,45683.45,17623,4309856.17,Mixed,13.09726522607819,9334.17401706745,1.91257275384213,Mega Influencer,High ROI,High Engagement,0.37854402479242966,Cost Efficient
CMP00164,2025-10-21,Influencer_275,YouTube,Tech,4431637,4940814,5519650,591673,14717,4052,610442,41524.32,118353,19118314.67,Gen X,12.355089667411079,45941.246840405816,2.3954150065151207,Mega Influencer,High ROI,High Engagement,0.0680233666752943,Cost Efficient
CMP00165,2025-08-21,Influencer_68,X,Food,4365941,3380952,6831020,375971,64081,5964,446016,44995.02,58400,14391732.94,Mixed,13.19202402163651,31885.168447530417,1.727324138290044,Mega Influencer,High ROI,High Engagement,0.10088207597933706,Cost Efficient
CMP00166,2025-10-24,Influencer_38,Instagram,Food,4731429,1301416,2204035,80884,11860,183,92927,20099.46,108,24713.13,Gen X,7.1404531679340035,22.95419876951919,0.008298653159327993,Mega Influencer,Low ROI,Medium Engagement,0.21629300418608155,Cost Efficient
CMP00167,2025-11-25,Influencer_216,TikTok,Food,535856,484152,527911,9146,976,37,10159,14710.99,378,88948.0,Mixed,2.09830796939804,504.63639768635556,0.07807465424081693,Macro Influencer,High ROI,Low Engagement,1.448074613643075,Moderately Efficient
CMP00168,2025-10-03,Influencer_202,X,Tech,3167668,2180430,4413398,282848,8725,21420,312993,43084.19,7784,544666.84,Millennials,14.354645643290542,1164.1918996272182,0.3569938039744454,Mega Influencer,High ROI,High Engagement,0.13765224781384888,Cost Efficient
CMP00169,2025-04-28,Influencer_127,Facebook,Fitness,30136,35651,87977,3892,699,373,4964,27450.04,554,69913.37,Millennials,13.923873103138762,154.69314434514482,1.553953605789459,Micro Influencer,High ROI,High Engagement,5.529822723609992,Expensive
CMP00170,2025-01-09,Influencer_124,YouTube,Fashion,2313317,1029482,2380998,29681,273,2709,32663,21252.41,6285,1773291.51,Gen Z,3.1727606699291493,8243.95492087721,0.6105012035178857,Mega Influencer,High ROI,Low Engagement,0.6506570125218136,Cost Efficient
CMP00171,2025-01-29,Influencer_72,X,Fitness,4983364,1214192,2302930,12860,1012,95,13967,20412.13,969,165827.63,Millennials,1.150312306455651,712.3974813015594,0.079806159157695,Mega Influencer,High ROI,Low Engagement,1.4614541419059213,Moderately Efficient
CMP00172,2025-09-24,Influencer_114,Facebook,Fitness,4833763,2970708,5635066,352700,42040,15530,410270,15437.34,18787,5560853.5,Gen X,13.810512510822337,35922.096423347546,0.6324081666727258,Mega Influencer,High ROI,High Engagement,0.03762726984668633,Cost Efficient
